memType,storyIx,sentIx,sent,majorBin,expectedBin,eventOrNot
recalled,1,4,"Anyways, I had to do this course in work flow and a lot of was very technical.",0.125,0.375,0.5
recalled,1,5,I was getting frustrated.,0.125,0.25,0.375
recalled,1,6,I was one course away from finishing the first section of 2 and i could not pass the quiz for the life of me.,0.625,0.125,0.625
recalled,1,7,You get three attempts before the boss has to ask for the course to be reset.,0.5,0.125,0.5
recalled,1,8,I had to use that twice.,0.625,0.375,0.75
recalled,1,9,With 10 days to go and my boss going on vacation I had to ask to come in on a Saturday to do the course.,0.375,0.5,0.875
recalled,1,10,First thing was that daunting course.,0.375,0.5,0.625
recalled,1,11,I passed it right away with a little bit of my bosses help.,0.375,0.5,0.75
recalled,1,12,It ended up taking me all of that Saturday when i was expecting about an hour or so.,0.5,0.375,0.75
recalled,1,13,It was now off to the final.,0.5,0.375,0.625
recalled,1,14,I passed it first try and got that monkey off my back.,0.75,0.375,0.875
recalled,1,15,I can get nationally certified if Id like but I am firmly established with my new company.,0.25,0.375,0.5
retold,2,0,I had to fight with how awful the computer program was.,0.75,0.25,0.875
retold,2,1,There was one quiz where it was not really relevant to my job and i could not figure it out.,0.375,0.625,0.75
retold,2,2,You only had three times to pass (and the questions changed) before you had to request a reset.,0.625,0.125,0.625
retold,2,3,I used my three attempt and could not figure out how to request a reset.,0.625,0.375,0.875
retold,2,4,My store does not really have new employees so my boss had no idea how to reset it either.,0.5,0.375,0.75
retold,2,5,I had to call and basically do my own research before figuring it out.,0.625,0.5,0.875
retold,2,6,That took a couple days.,0.125,0.0,0.125
retold,2,7,Eventually with the pressure on I came in for a saturday to just finish this once and for all.,0.375,0.375,0.75
retold,2,8,I thought I would be there for 2 hours.,0.375,0.0,0.375
retold,2,9,I ended up being there for 6 hours.,0.75,0.125,0.875
retold,2,10,I passed though.,0.75,0.5,1.0
retold,2,11,Now I am fully involved in work and dont feel like my job is threatened.,0.5,0.375,0.5
retold,2,12,I can just relax.,0.125,0.25,0.375
retold,2,13,It is a great feeling.,0.125,0.125,0.125
retold,2,14,In the end I would say it was worth it.,0.125,0.0,0.125
imagined,1,0,4 months ago I had the most amazing experience of my life.,0.75,0.125,0.75
imagined,1,1,I decided to take a few weeks off from work and just reconnect with myself and nature.,0.75,0.125,0.75
imagined,1,2,"A friend had suggested I go to Alaska, it was far away and desolate, it sounded perfect.",0.5,0.0,0.5
imagined,1,3,After much research I wound up agreeing to go dog mushing around the interior of Alaska with a native of the area.,0.875,0.125,0.875
imagined,1,4,"I was nervous for sure, but it sounded like the chance of a lifetime.",0.125,0.375,0.5
imagined,1,5,I needed to break from reality badly.,0.125,0.25,0.375
imagined,1,6,I had been working 7 days a week for months and felt like my brain was about to explode.,0.0,0.375,0.375
imagined,1,7,After a few days of riding around the lonely outskirts of Alaska I really started to feel better.,0.375,0.625,0.75
imagined,1,8,I stopped thinking about work.,0.0,0.625,0.625
imagined,1,9,My mind totally cleared and for the first time in forever I really felt at peace.,0.125,0.25,0.25
imagined,1,10,The scenery in Alaska is amazing.,0.125,0.375,0.375
imagined,1,11,It is hard to explain.,0.0,0.125,0.125
imagined,1,12,"It is so plain and vacant, but is is beautiful.",0.0,0.125,0.125
imagined,1,13,"It looks untouched, like no one has been around to destroy it like the rest of the world.",0.125,0.25,0.375
imagined,1,14,My favorite moment of the entire trip was when we took a short break to let the dogs rest.,0.375,0.5,0.875
imagined,1,15,I was sitting in the snow and I looked over and saw 2 moose walking across the ice.,0.5,0.5,0.875
imagined,1,16,"I had never seen a moose up close, it was breathtaking.",0.5,0.25,0.625
imagined,1,17,They are bigger than a car.,0.0,0.25,0.25
recalled,3,0,It was a warm winter day in the interior of Alaska with the sun shining brighter than  it has in months.,0.375,0.125,0.5
recalled,3,1,I harnessed up 11 out of the 12 dogs i had to the sled and hit the trail.,0.25,0.75,1.0
recalled,3,2,The trail was extremely fast considering the sun was melting the hard packed snow and freezing it over night.,0.25,0.375,0.5
recalled,3,3,We took off on our normal training run and the dogs were extremely focused.,0.25,0.25,0.5
recalled,3,4,I had my go-pro rolling since the day was so beautiful and i wanted to capture the openness of crossing the river on such a bright day.,0.125,0.5,0.625
recalled,3,5,We ran without a break until we got to the river and i could tell the dogs were getting tired.,0.375,0.25,0.625
recalled,3,6,We took a break right before the downhill to cross the river and when i looked up i noticed a moose just across the bank.,0.625,0.25,0.75
recalled,3,7,"The dogs were so tired they didn't even notice, the more i watched this big cow moose eat off the trees i noticed a calf emerge from the woods behind her.",0.625,0.25,0.75
recalled,3,8,"I watched in amazement as i always did when i saw moose, now was my chance to be quiet and watch because they hadn't seen me yet.",0.125,0.25,0.375
recalled,3,9,"While i was watching the moose i heard a scream not too far off which sounded like a cat, and indeed it was.",1.0,0.0,1.0
recalled,3,10,Only 45-50 yards away from the moose was a full grown lynx walking the bank of the river.,0.875,0.125,0.875
recalled,3,11,Lynx are extremely rare to see in the wild and i was excited.,0.25,0.125,0.375
recalled,3,12,"I couldn't believe that the dogs had not made a sound at this point, but they typically didn't during a needed rest.",0.25,0.25,0.5
recalled,3,13,Just when i thought this free nature show couldn't get any better a second lynx walked out from the woods and began a mating call with the first lynx.,0.625,0.125,0.75
recalled,3,14,I listened to them and watched them walk the bank for what seemed like and hour.,0.375,0.125,0.5
recalled,3,15,I have never seen anything so great and beautiful from nature and probably never will.,0.125,0.25,0.375
recalled,3,16,Soon as the lynx and moose were out of my site i commanded the dogs to hit the trail and continue the run.,0.0,0.75,0.75
recalled,3,17,I am very thankful for this day in Alaska as a dog musher.,0.0,0.125,0.125
retold,2,0,It was a sunny Alaskan day in the brooks range.,0.125,0.5,0.625
retold,2,1,I saddled up 12 dogs and headed out on a training run.,0.25,0.75,1.0
retold,2,2,My training runs with the dogs were between 5-10 miles because that’s what I typically took the guests on.,0.0,0.25,0.25
retold,2,3,The sun was so bright the snow was a perfect texture for the dogs to get some speed.,0.0,0.375,0.375
retold,2,4,We took off fast and ran Ahead of pace majority of the run.,0.0,0.5,0.5
retold,2,5,I decided to take A break at one of my favorite spots where the trail meets the river.,0.25,0.5,0.75
retold,2,6,As I looked out to my amazement I saw a baby moose struggling through the snow.,0.875,0.125,0.875
retold,2,7,A minute later I spotted the mom moose not far behind.,0.5,0.125,0.625
retold,2,8,I sat very calm and still so the dogs didn’t get alarmed.,0.125,0.375,0.5
retold,2,9,"Next, I heard a strange sound I hadn’t heard before.",0.625,0.0,0.625
retold,2,10,"As I looked out I saw something trotting through the woods, not far from the moose.",0.625,0.0,0.625
retold,2,11,To my surprise it was a lynx.,0.625,0.0,0.625
retold,2,12,Lynx are a pretty rare sight as they are very sneaky.,0.125,0.0,0.125
retold,2,13,"I noticed another lynx not far behind the first one, it was an amazing sight.",0.625,0.0,0.625
retold,2,14,Before the dogs noticed I gave the call and we took off.,0.0,0.625,0.625
retold,2,15,We continued the rest of the trail fast with a smile.,0.125,0.125,0.25
imagined,2,0,Last month was Amy's birthday and she had decided to throw herself a party since she was turning 30.,1.0,0.75,1.0
imagined,2,1,She sent out an invitation via email.,0.25,0.375,0.625
imagined,2,2,It said to meet at the Korean BBQ place in town at 8pm.,0.375,0.25,0.625
imagined,2,3,"I was anxious because I never had Korean BBQ, but I decided to go anyway.",0.625,0.375,0.75
imagined,2,4,I am so glad I did!,0.375,0.125,0.5
imagined,2,5,The food was amazing.,0.25,0.25,0.5
imagined,2,6,They cook it on the table right in front of you.,0.375,0.125,0.5
imagined,2,7,The sauces were the best part.,0.375,0.0,0.375
imagined,2,8,There was a red bean sauce that I fell in love with.,0.375,0.125,0.375
imagined,2,9,The desserts were even better.,0.5,0.0,0.5
imagined,2,10,They had real vanilla bean ice cream and some amazing cakes.,0.375,0.125,0.375
imagined,2,11,If it wasn't so expensive I would probably eat there every night.,0.25,0.125,0.375
imagined,2,12,Amy had a great time.,0.375,0.25,0.5
imagined,2,13,After the dinner everyone was going home but I was still pretty awake and wasn't looking forward to sitting at home.,0.5,0.125,0.5
imagined,2,14,My other friend James said he was going home to watch Zootopia.,0.125,0.25,0.375
imagined,2,15,He asked if I wanted to join him.,0.375,0.25,0.5
imagined,2,16,It was pretty late but I have known James for a long time so I trusted him to keep me safe late at night.,0.25,0.25,0.375
imagined,2,17,We drove to his house and relaxed on the couch and watched Zootopia until It was time for me to go home.,0.5,0.25,0.75
imagined,2,18,It was a great night.,0.25,0.0,0.25
recalled,3,0,Dear Diary.,0.125,0.0,0.125
recalled,3,1,A month ago I went to my friend's birthday party.,0.625,1.0,1.0
recalled,3,2,We had dinner at a korean bbq restaurant.,0.75,0.625,1.0
recalled,3,3,The restaurant was far away so I ended up carpooling with friends that also were going to the party.,0.375,0.5,0.875
recalled,3,4,They picked me up at around 5 PM but had to make a stop at Target first because some of my friends had not bought a birthday gift yet.,0.5,0.375,0.875
recalled,3,5,They ended up buying makeup for the birthday girl and a card and we were on our way.,0.375,0.375,0.625
recalled,3,6,I already had bought a gift from Amazon so I did not buy anything at Target.,0.125,0.25,0.375
recalled,3,7,We were one of the first people to get to the restaurant so we got to pick which table we wanted to sit at and thankfully we all got to sit together.,0.375,0.25,0.625
recalled,3,8,"It was interesting because my friend had invited 25 people, so many people who were invited I did not even talk to.",0.375,0.125,0.5
recalled,3,9,Most of us did not even talk to the birthday girl because she was sitting at a different table from most of us.,0.625,0.5,0.875
recalled,3,10,"I ended up sitting with people that I knew, so it was as if I just went to go out to eat with these people for no occasion.",0.375,0.375,0.75
recalled,3,11,"Nevertheless, the restaurant was so good and I had good conversation.",0.125,0.375,0.375
recalled,3,12,"The food was expensive and so was the commute (1 hour), but I still think it was worth it.",0.375,0.25,0.625
recalled,3,13,I got my friend a pusheen plushy and she seemed to really like the gift.,0.25,0.375,0.5
recalled,3,14,"Afterwards my friend I was sitting next to at the restaurant asked if I wanted to go see a movie at her apartment, so I did and we watched Zootopia.",0.5,0.375,0.75
retold,1,0,This story was about me spending time with two separate friends.,0.25,0.5,0.625
retold,1,1,"The first friend I spent time with at her birthday dinner at a korean BBQ place, the second friend I spent time with at her house to watch a movie.",0.5,0.625,0.875
retold,1,2,Dinner at the BBQ place was super fun and I was most surprised to see a soju tower on the house when I showed up.,0.625,0.625,0.875
retold,1,3,"It was a huge tower-like container that has a switch and when you open it, soju just comes flowing out.",0.75,0.125,0.75
retold,1,4,The price of it was more than $30 so I was really surprised to see the restaurant just gave it to us on the house.,0.625,0.0,0.625
retold,1,5,I was also surprised by how many people showed up.,0.375,0.125,0.5
retold,1,6,I hadn't checked who else was coming and I was pleasantly surprised to see some friends I hadn't seen in a while.,0.375,0.25,0.625
